username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 22:54,@officialcatcoin Happy Chinese New Year🎊🎊,0,Twitter for iPhone,
ELSA Speak,4572689894,"San Francisco, CA",1/21/2023 22:54,Happy Lunar New Year 🏮🧧🎇,0,Twitter Web App,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 22:51,@patrickdextervc Happy Chinese New Year🎊🎊,0,Twitter for iPhone,
Max Mead,414946726,"San Francisco, CA",1/21/2023 22:40,"Finally was able to put the new pizza launcher to use (favorite holiday gift this year)! @ San Francisco, California https://t.co/Z82iuICpVR",0,Instagram,
Han⚡️,200394155,"San Francisco, CA",1/21/2023 22:35,Happy Lunar New Year to all! It's the year of rabbit. Amazing new start! https://t.co/ELIOWbOLUl,11,Twitter for iPhone,
leather pet aka “lp�?1250289055863934976,"San Francisco, CA",1/21/2023 22:33,"So excited for *what* the new year brings!

🙏🏻manifesting a Twitter edit button in 2023! 🙄",0,Twitter for iPhone,,
"David Perry & Associates, Inc",34776293,San Francisco / Palm Springs,1/21/2023 22:31,"新年快乐
Welcome the New Year in style! ROLLER SKATE into the “Year of the Rabbit�?at SanFranDISCO at ST @CivicCenter C�?https://t.co/Cbp7zbDzdz",0,Twitter for iPhone,
SkateSanFranDISCO,1.58477E+18,"San Francisco, CA",1/21/2023 22:30,"新年快乐
Welcome the New Year in style! ROLLER SKATE into the “Year of the Rabbit�?at SanFranDISCO at ST @CivicCenter C�?https://t.co/NOYzh9n5Np",2,Twitter for iPhone,
🍰 shelby 🍓,81728345,"San Francisco, CA",1/21/2023 22:25,Lunar New Year with @lululemon 🐇 ♥️ https://t.co/JtQUW4eImH,0,Twitter for iPhone,
"Emma Burke SF | DC: 1/22-24, NYC: 1/24-28",9.85544E+17,"San Francisco, CA",1/21/2023 22:14,@Date_Stella Happy Lunar New Year gorgeous! �?0,Twitter Web App,,
jina,8501792,"Alameda, CA",1/21/2023 22:14,@xirclebox Lunar New Year! ❤️,0,Twitter for Android,
Onastur,1.26178E+18,"Berkeley, CA",1/21/2023 22:12,"�?New Year's Kiss 

I'm preparing my best last year kiss and first of the next year thqwibble 😘💕
And you, who will�?https://t.co/RS6TzNicCC",0,Affinitweet.com,
arunXplores⭐️,176446525,Earth ,1/21/2023 22:11,To all those who haven’t started this year on a good note or intha varshamum serlaie nu feel oda started happy luna�?https://t.co/YuQg7KZPcd,0,Twitter for iPhone,
rachel 🎏,1898151014,"San Francisco, CA",1/21/2023 22:09,happy lunar new year - year of the dumpling 🥟😋🧧 https://t.co/YyDo2pWlqA,3,Twitter Web App,
Fruitvale Local,1011743929,"Oakland, CA",1/21/2023 22:07,For years the Chinese restaurant I frequent used to set off a big string of firecrackers during the day on Lunar Ne�?https://t.co/079wmfCyJ6,0,Twitter Web App,
Austin奥斯�?,1.44268E+18,"San Francisco, CA",1/21/2023 22:06,@sweet_kichike @kthxSai Idk if indo Chinese celebrate it but happy lunar new year !!,0,Twitter for iPhone,
KQED News,14885540,"San Francisco, California",1/21/2023 22:02,Close to 5 million gallons of untreated sewage spilled into Oakland waterways during record-breaking rainfall on Ne�?https://t.co/pgyvt9vK8L,9,TweetDeck,
SF Examiner,34700777,"San Francisco, CA",1/21/2023 22:00,"A rabbit round-up: Where to see The City’s Chinese New Year statues.

And what each design means, should you happen�?https://t.co/xWXH0UWJR6",0,SocialNewsDesk,
"Daniel Lin, MD",1.19316E+18,"Philadelphia, PA",1/21/2023 22:00,"Beautiful day in SF ☀�?
Happy Lunar New Year! 🐇 🧧 https://t.co/g5szLDky3r",0,Twitter for iPhone,
Jess �?�?�?1066571247473983494,"San Francisco, CA",1/21/2023 21:53,i get monday off bc my job observes lunar new year,0,Twitter for iPhone,,
Steve Riley☮️,314668690,Near San Francisco California,1/21/2023 21:53,"@itsamia Well said. 
Great job! 😊😊
Happy New Year! 😊😊",0,Twitter for iPhone,
Steve Riley☮️,314668690,Near San Francisco California,1/21/2023 21:47,@LoriMisaka Happy New Year! 😊,0,Twitter for iPhone,
"AuntyAlias - Artist, Astrologer, Author",107612608,"San Francisco, CA, USA",1/21/2023 21:44,Gaia blooming - Horoscope January 21 2023 NEW MOON AQUARIUS YEAR OF THE RABBIT! NEW EON VIBRATIONS! ... https://t.co/6euuw2n8qh via @YouTube,0,Twitter Web App,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 21:38,"Happy Chinese New Year to every friend!!🎊🎊 And welcome to China!! 
Love you all!!!🥰🥰🥳🥳🐰🐰 https://t.co/nKGl74JdjY",1,Twitter for iPhone,
Tater Tot “Da Bomb Cyclone�?Food Porn,19703041,San Francisco,1/21/2023 21:34,It’s Chinese New Year weekend #kotd https://t.co/hNcAvQ2V0o,0,Twitter for iPhone,
Cynthia Gómez,1.27303E+18,"Oakland, CA",1/21/2023 21:33,"@erniechiara @itsamia It's reactionary, pure and simple. ""Lunar New Year"" is gaining traction.",0,Twitter Web App,
Yin Li @echogame@mas.to,84961400,San Francisco,1/21/2023 21:31,Happy lunar new year!!!! I hope my fellow Asians are all in food comas for the next 24h!! https://t.co/JBFEFziPt3,0,Twitter for Android,
Dean$antos,1.03969E+18,"San Francisco, CA",1/21/2023 21:25,Big lunar new year bussdown 🧹🧼🧽,0,Twitter for iPhone,
WNBA-SF,560763232,San Francisco,1/21/2023 21:20,"New Year, New YA: 9 Young Adult Books About Fresh Starts- https://t.co/nmvmiOPiRD",0,Twitter Web App,
LynnZ,2750073596,"San Francisco, CA",1/21/2023 21:20,"@BOGUMMY @eider_official Wish you a blessing Lunar New Year holiday! Happy and healthy!
💙💙💙🎉🍾️🎊🎆�?https://t.co/giCxXfJ1xQ",1,Twitter for iPhone,
Alexander Nociza,1.46926E+18,"Berkeley, CA",1/21/2023 21:15,Hot take: 'Lunar' New Year is semantically incomplete; since the calendar uses a combination of both solar &amp; lunar�?https://t.co/z477GttEGm,0,Twitter for Android,
Marcia Gagliardi,28216668,"San Francisco, CA",1/21/2023 21:13,"If you're looking for some tasty Lunar New Year 🐰🧧 dishes, treats, menus, and more, I've been assembling a bunch of�?https://t.co/T4aKUSSiA0",1,Twitter Web App,
Eddie LeBreton,5357362,NOLA ➡️ SF,1/21/2023 21:11,"New phone, new year. Finally cleaning up unwanted notifs and badges. Sorry thirsty PMs and growth marketers�?https://t.co/RerWxHrqRG",0,Twitter for iPhone,
Alex,154414088,"San Francisco, CA",1/21/2023 21:09,"Chinese New Year Eve 🧧
49ers in the playoffs 🏈
No rain 🌤�?
San Francisco is in a great mood today!",3,Twitter for Android,
regular meghan 나영지 🐰,3184679568,"San Francisco, CA",1/21/2023 20:58,you all know asians just call it new year right,56,Twitter for iPhone,
Port of Oakland,51192656,"Oakland, CA, USA",1/21/2023 20:54,The Port is honored to be a sponsor of the Oakland Chinatown Chamber of Commerce Lunar New Year 2023 celebration to�?https://t.co/BeSai2IPyn,0,Twitter Web App,
Hyperledger Foundation,2512683048,"San Francisco, CA",1/21/2023 20:53,Happy Chinese New Year! https://t.co/0EeMisCaBB,8,HubSpot,
🐤 Aurora Maeno 🐤,1.18186E+18,Piedmont,1/21/2023 20:47,"Oh! Are you a bunny now, Hen Wuxian? 🐰🐔🐤🐤🐤
Happy lunar new year~!!! 🎊🥳

#MoDaoZuShi #MDZS #魔道祖师 #忘羡 https://t.co/1tW2rcz1qE",44,Twitter Web App,
RedBean.eth (Renn),1.48434E+18,"Berkeley, CA",1/21/2023 20:43,@ZAGABOND Happy Lunar New Year!,0,Twitter for Android,
Cindy Lim 林佩,9.73433E+17,"San Francisco, CA",1/21/2023 20:37,@DeanPreston That’s a very ugly new year wish card. Why is your logo there? Is it about you?😑,0,Twitter for iPhone,
Thomas Paine Alliance 4 Biden Sanders Climate Plan,611128831,"San Francisco, California",1/21/2023 20:35,"Nearly 20% of New Vehicles in California Last Year were Zero-Emission, as Peak Oil nears https://t.co/CxBxXo7mgb via @jricole",0,Twitter Web App,
IXL Learning,541271822,"San Mateo, CA",1/21/2023 20:30,Lunar New Year begins tomorrow! Learn more with these resources from @Education_Com: https://t.co/3wRolOHGYN,0,Sprout Social,
Keri Powell,4272267133,"Oakland, CA",1/21/2023 20:27,"As some of you know I have a blog, as well as a YouTube channel. 

Here is a recent piece of poetry and a deep dive�?https://t.co/1u7eLa8dok",0,Twitter for iPhone,
stan wong,24096684,"san francisco, ca",1/21/2023 20:15,@DomQwek Happy Chinese new year to you and Catherine,0,Twitter for iPhone,
Matt Eggers 🇺🇸🌳🌎💡,101317532,"San Francisco, CA",1/21/2023 20:14,Terra Marin Lunar New Year Silent Auction by Terra Marin School https://t.co/gC1vJhxMDd,0,Twitter Web App,
Calvin Leighton Smithfield,1.37583E+18,"San Francisco, CA",1/21/2023 20:11,@lobatt Happy Lunar New Year!,0,Twitter for iPhone,
Clint Cardoza,139703624,"San Francisco, CA",1/21/2023 20:10,@StephanieLinTV @kron4news Happy Chinese New Year! 🥳,0,Twitter Web App,
PrometheusDesignWerx,2538225980,"San Francisco, CA",1/21/2023 20:09,"Bushcraft Bunny returns to help you celebrate the 2023 Lunar New Year!

PDW Year of the Rabbit v2 Morale Patch will�?https://t.co/S7SxtHPDpF",0,Twitter for iPhone,
Dr Lee 💎,1.47001E+18,"Albany, CA",1/21/2023 20:06,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi�?https://t.co/EiWcHzwsFe",0,Twitter for iPhone,
"Bloody Samurai (:D, :D)",1.02239E+18,"San Francisco, CA",1/21/2023 20:06,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi�?https://t.co/5LoBlMFfUb",0,Twitter for Android,
Michelle Lylia Tan,1343265758,"San Francisco, CA",1/21/2023 20:04,"Bought cute decor, put up the upside down prosperity sign, and ready for Chinese New Year! 

Gong xi fa cai everyon�?https://t.co/mjrFdvypQE",0,Twitter for Android,
KQED Arts & Culture,19201304,San Francisco,1/21/2023 20:00,"Calling all art enthusiasts: If you put “see more art�?on your list of New Year’s resolutions, you’re in luck!  🥳�?https://t.co/bCJqyDcnO3",1,Sprout Social,
BACHAC,437080445,"San Mateo, CA",1/21/2023 20:00,"Whether you're celebrating the #yearoftherabbit or the #yearofthecat, the team at #BACHAC wishes you and your loved�?https://t.co/MJS5pRP5IJ",0,Hootsuite Inc.,
tboe,1.05968E+18,"San Francisco, CA",1/21/2023 19:51,Happy Lunar New Year https://t.co/ojKdyI0vPf,0,Twitter Web App,
Viktoriya,24311306,"San Francisco, CA",1/21/2023 19:51,"oof, my lunar new year off to a rocky start.",0,Twitter Web App,
Dean Preston,59243738,San Francisco,1/21/2023 19:47,Happy Lunar New Year! https://t.co/f84HyR8zHZ,5,Twitter for iPhone,
Asm Phil Ting,8.77664E+17,"San Francisco, CA",1/21/2023 19:46,"Happy Lunar New Year! The Year of the Rabbit starts tomorrow &amp; for the first time in CA history, it’s an official s�?https://t.co/AZGzO8iRW2",0,Twitter for iPhone,
Phil Ting,21579611,San Francisco,1/21/2023 19:46,"Happy Lunar New Year! The Year of the Rabbit starts tomorrow &amp; for the first time in CA history, it’s an official s�?https://t.co/UvKIVRHILO",1,Twitter for iPhone,
Khalifa🐘Ⓥ🚴🏽‍♀�?579356555,Yelamu/Ramaytush/Ohlone Land,1/21/2023 19:45,My bestie celebrated our like 30 year friendship by taking me to our first ever concert. (sadly couldn't remember)�?https://t.co/pJ3dE7udqy,1,Twitter for iPhone,,
LeadIQ,2975662796,"San Francisco, CA",1/21/2023 19:45,"@Gartner_inc Analyst Dan Gottlieb once told us, “Automation and AI will increase the capacity of a human, not repla�?https://t.co/udiapj9feW",0,Sprout Social,
Steven Huh 허규�?許圭晟🇰🇷🇺�?3490729332,"San Francisco, CA",1/21/2023 19:43,"Happy Lunar New Year ('s eve), my compadres. May your dreams all come true! https://t.co/06flHibFiy",1,Twitter for Android,,
🎱♊️,573063453,Oakland ,1/21/2023 19:40,At the hair shop watching the movie and the man’s wife woke up from a 2 year coma days after he proposed to his new girlfriend 😭😭😭,0,Twitter for iPhone,
Tom Vo,3604499293,"San Francisco, CA",1/21/2023 19:38,"@noodlehouse555 Beautiful cake, what a spread. Wishing you a healthy, prosperous and happy New Year 👏🙌💯🧧🧧🧧",0,Twitter for iPhone,
BeWater♥️☮️🌎🌱,1.17233E+18,"San Francisco, CA",1/21/2023 19:36,"@healthbyjames First 2nd brainwashed into it. 3rd for getting a new job, 4th traveling out of country there was a m�?https://t.co/72zyj3NJCf",0,Twitter Web App,
DJ Zobe,62784377,San Francisco,1/21/2023 19:31,"Retired the long hair bun. New year, new hairstyle 🐈🐇🧧🥳@zorrothebarber bringing the vision to life 💇🏻‍♂️always impe�?https://t.co/sH8QkDNloA",0,Instagram,
Ellie 🧁,1.48795E+18,,1/21/2023 19:29,@AlasdGem Happy New Year 🐰,0,Twitter for iPhone,
San Leandro Patch,211951696,"San Leandro, CA",1/21/2023 19:29,Save the date for January 21st. See all the details for this upcoming local event on Patch. https://t.co/8ozxb5UXrL,0,SocialFlow,
Erec Yeager,389904778,"San Francisco, CA",1/21/2023 19:28,Someone get hot pot with me for lunar new year ☹️,0,Twitter for iPhone,
leather pet aka “lp�?1250289055863934976,"San Francisco, CA",1/21/2023 19:27,"Year of the 🐇, here we come! So excited for the new year brings! ❤️🖤⛓️",0,Twitter for iPhone,,
Heidi De Vries,12499842,"Oakland, CA",1/21/2023 19:21,The sounds of Lunar New Year firecrackers drifting up from Little Saigon ❤️🧧🐇,0,Twitter for iPhone,
Raider Nation,7.76915E+17,"Oakland, CA",1/21/2023 19:19,Derek Carr confirmed on Saturday that his nine-year tenure with the Las Vegas Raiders is finished; he's moving to a�?https://t.co/68l6XvIAwi,1,TweetDeck,
Alice Wong 王美�?564511791,"San Francisco, CA",1/21/2023 19:14,@nancywyuen Happy lunar new year Nancy!!,0,Twitter for iPhone,,
Violet Coturri Guerra,36604910,"Burlingame, CA",1/21/2023 19:09,Happy Lunar New Year! https://t.co/L2w6BPA1Cu,0,Twitter Web App,
CAAM,14063016,"San Francisco, CA, USA",1/21/2023 19:09,Find out how some Asian American chefs and creatives are celebrating the Year of the Rabbit / Year of the Cat�?https://t.co/LecCoexM1X,3,Sprout Social,
James Jabba,2763589706,"San Francisco, CA",1/21/2023 19:08,@JayinShanghai @elonmusk @Tesla @Tesla_Asia Happy Lunar New Year 🐇 https://t.co/TkAnh8OiJw,1,Twitter for iPhone,
SF Go Club,1.45134E+18,"San Francisco, CA",1/21/2023 19:03,"Celebrating Lunar New Year together via a go tournament.春节快乐!🧧⚪️⚫️

#围棋 #囲碁 #baduk #go https://t.co/bLaclLl8YP",0,Twitter for iPhone,
Mastiff,84423098,"San Francisco, CA",1/21/2023 19:00,"You can build anywhere if you believe! 

Citybuilder #Tinytopia is HALF PRICE during the @gogcom New Year Sale:�?https://t.co/TE6VbXow8o",2,Twitter Web App,
Han⚡️,200394155,"San Francisco, CA",1/21/2023 18:55,@AveryChing Happy Lunar New Year Avery and team!!!! Looks delicious!,0,Twitter Web App,
Madona Jayasooriya,1.53768E+18,"San Francisco, California",1/21/2023 18:43,@nichonft Happy Lunar New Year too $Nicho. 🐇🧧 I hope this project will continue to progress and succesful �?♥�?https://t.co/zelV6L2TmM,0,Twitter Web App,
Victor Cheng,1.60353E+18,"San Francisco,CA",1/21/2023 18:42,"@shin_selfie Hi Shin!
Happy Chinese New Year to you my friend. Loved you!!
🐰🐇🍊🧧🏮",0,Twitter Web App,
Stanley Morrical,23656542,San Francisco,1/21/2023 18:36,"@jennMchoi Love it!
Happy Chinese New Year 🧧!",0,Twitter for iPad,
Guillaume Bardet,8.99076E+17,In SF 🇺🇸 From Paris 🇫🇷,1/21/2023 18:33,@damengchen Happy lunar new year to you and your entire family! 🥳,0,Twitter for iPhone,
Milt,2366008418,"Oakland, CA",1/21/2023 18:33,@mikeaveli24 @Rollicking_R8R I agree but the likelihood of this team being competitive and winning next season is l�?https://t.co/DZJAYpjGVv,0,Twitter for iPhone,
darrach bourke,1.43394E+18,"San Francisco, CA",1/21/2023 18:33,Happy Lunar New Year! 🐰  #LunarNewYear2023 https://t.co/EbrZYvsbqv,0,IFTTT,
茶壶妹子-Ding Ding,1393756267,"Burlingame,CA",1/21/2023 18:32,Happy Chinese New Year! It’s based on lunisolar calendar not lunar calendar. It’s like “We don’t call Christian a C�?https://t.co/fmxhkNngIe,0,Twitter for iPhone,
Mill Valley CA Patch,142462729,"Mill Valley, CA",1/21/2023 18:13,Save the date for January 21st. See all the details for this upcoming local event on Patch. https://t.co/TitHQy8eqE,0,SocialFlow,
Camille Ganancial,1.35108E+18,"San Francisco, CA",1/21/2023 18:12,We back for the New Year! Link in bio to watch. Let’s get the new year started right 🥰 https://t.co/PgnN0CM3GU,2,Twitter for iPhone,
Mosaic,178968386,"Oakland, CA ",1/21/2023 18:12,Recent studies showed that natural gas stoves emit air pollutants which are linked to various health conditions.�?https://t.co/vCwQ4stx8S,0,Meltwater Social,
Stanley Morrical ,1618600166,"San Francisco, CA",1/21/2023 18:11,@Lily4Liberty Happy New Year!,0,Twitter for iPhone,
Pacifica CA Patch,159129012,"Pacifica, CA",1/21/2023 18:10,Save the date for January 21st. See all the details for this upcoming local event on Patch. https://t.co/E6YqB0n66Q,0,SocialFlow,
IIPC,577552902,"San Francisco, CA",1/21/2023 18:03,"Kick off the New Year and hike with us!  Breathe in some fresh air, get some water into your system, &amp; get your bod�?https://t.co/F8KsGuZ9RQ",2,Twitter Web App,
Flair Travel,8.18171E+17,"Oakland, CA",1/21/2023 18:00,"New Years celebrations are pretty wild...
But Chinese New Year is its own animal 🐇 https://t.co/glx9Vo0pBg",0,SocialPilot.co,
San Mateo Daily Journal,44976030,"San Mateo, CA",1/21/2023 18:00,"A person rescued from a submerged vehicle in San Mateo during the New Year’s Eve storm died not long after, the San�?https://t.co/gkIgeyhmW3",0,BLOX CMS,
Alondra Esquivel Garcia,2866534592,"San Francisco, CA",1/21/2023 17:56,Come and celebrate the new year with @SFYD !! 💙�?https://t.co/NQOJqStWts,1,Twitter for iPhone,
pinkapewife🌸🕊🌍,1.47832E+18,"San Francisco, CA",1/21/2023 17:46,@trungbaotr Happy Lunar New Year fren ❣️🌸�?0,Twitter for iPhone,,
Madona Jayasooriya,1.53768E+18,"San Francisco, California",1/21/2023 17:44,"@Lumishare_Lumi Happy Chinese New Year @Lumishare_Lumi 

A. The Most Innovative Blockchain Ecosystem of the Year🤞�?https://t.co/uV20woan4h",1,Twitter Web App,
Alameda CA Patch,156410372,"Alameda, CA",1/21/2023 17:42,Save the date for January 21st. See all the details for this upcoming local event on Patch. https://t.co/7Jk9rwhsBU,0,SocialFlow,
San Rafael Patch,142462871,"San Rafael, CA",1/21/2023 17:41,Save the date for January 21st. See all the details for this upcoming local event on Patch. https://t.co/agUQ8FPiGP,0,SocialFlow,
trâm,1.5583E+18,"San Francisco, CA",1/21/2023 17:36,basking in the love and wisdom of my paternal ancestral lineage this lunar new year! made a traditional viet cake w�?https://t.co/9nYBMIuykT,0,Twitter for iPhone,
Tay.S°L,1.46469E+18,"San Francisco, CA",1/21/2023 17:28,@Wooo8322 Happy Chinese New Year Woo🤟🏼❤️ that feast looks bomb!,0,Twitter for iPhone,
Steve Riley☮️,314668690,Near San Francisco California,1/21/2023 17:28,@katxmoon @netflixgolden Happy New Year of the Rabbit! 😊,0,Twitter for iPhone,
Richard Williamson,82552387,Silicon Valley / San Francisco,1/21/2023 17:22,Rise and Shine! Happy Lunar New Year!! https://t.co/eAczM56EJu,21,Twitter for iPhone,
